title,label
러 전쟁에 왕서방만 웃었다…가스 싸게 사서 한국 일본에 되팔아,1
"마켓컬리, 사료부터 펫캉스까지 선보이는 '온라인 펫페어' 22일까지",1
"""우리땐 상상도 못했는데""…요즘 스무살, 엄마 손잡고 찾는곳 [인터뷰]",1
"맘스터치, 단돈 1,500원에 대표 치킨버거가 내 손에!",1
"오비맥주 카스, '메가 사이즈' 대용량 사이즈로 시원하게",1
나이스 '착'샷…후드티에 조거팬츠 입고 이걸 한다고?,1
BTSX스니커즈 팝업스토어 오픈,1
"스니커즈, BTS와 협업",1
"떡갈비 옆에 불고기, 고기말이…5천원 도시락 비교해보니 [기자평가단]",1
"[포토] 오뚜기, 한국형 채식 '두수고방 컵밥·죽' 출시",1
[포토] 살맛나는 가격과 카타르 축구 패키지 경품,1
"[포토] 농협유통, 카타르 축구여행 패키지 경품",1
9월22일부터 '제32회 2022 부산창업박람회' 개최!,1
"가톨릭대 의대, 세포 항상성 유지하는 오토파지 新 조절인자 발견",1
`페트병 다이어트`로 ESG 주도,1
日 자유여행 풀릴 조짐에... 여행사·항공사 '들썩',1
"SPC삼립, 피그인더가든 '탄단지 볼샐러드 시즌2' 출시",1
"배추 한 포기 9천 원 육박… 정부, 배추값 내리기 총력전 [뉴시스Pic]",1
"추경호 ""영빈관 예산, 비서실서 요청…尹에 직접 보고 안 해""(종합)",1
"KGC인삼공사, 추석 '효배달' 캠페인 성황리에 종료",1
"검찰, 우리은행 본점 압수수색…거액 외화 송금 관련",1
세종·인천 연수·인천 남동 투기과열지구 해제...조정지역 41곳도 해제,1
"황주호 한수원 사장, 체코·폴란드 찾아 ‘원전 세일즈’",1
울산 아파트 분양전망지수 5개월째 하락,1
울산 중·남구 조정대상지역 해제…부동산 훈풍 부나,1
[2022 건설·건축박람회 참여업체] 홍천 (주)국일종합건설,1
[2022 건설·건축박람회 참여업체] 원주 퍼스트빌더,1
[2022 건설·건축박람회 참여업체] 원주 (주)창광이앤씨,1
[2022 건설·건축박람회 참여업체] 춘천 지혜안전(주),1
[2022 건설·건축박람회 참여업체]춘천 ㈜지인건설- 보강토 옹벽 및 절토부 패널옹벽 시공,1
코스닥 수준으로 쪼그라든 가상자산 시장,1
[2022 건설·건축박람회 참여업체]춘천 세원산업㈜-미끄럼방지 포장재·도막형 바닥재 전문,1
[2022 건설·건축박람회 참여업체]춘천?㈜제이에이치- 콘크리트 구조물 활용 친환경 건설자재 생산,1
[2022 건설·건축박람회 참여업체]춘천 정교건설㈜-옹벽·터널 보강공사 전문기업,1
방기선 기재차관 “세계 금융 불안은 실물경제 충격서 시작”,1
"산업차관 “전기요금 상한 5→10원 검토, 에너지 다소비 기업 요금 차등 검토”",1
[2022 건설·건축박람회 참여업체] 원주 케이에스알(주),1
유네스코 평생학습 전문가들 광명시 집결…왜?,1
"강릉시, ITS세계총회 대회의장 규모 확대 검토",1
"檢, 쌍방울 뇌물혐의 이화영 전 경기부지사 등 3명 구속영장",1
강원도민생활체육대회 삼척서 내일 개회,1
강원도 전 양돈농장 아프리카돼지열병 일제검사 추진,1
사과 공판장 멀어 부담…강원 공판장 절실,1
"강원특별자치도법 개정안, 국회 행안위 전체회의 통과",1
"강원경찰, 예산 압박에 ‘스쿨존’ 속도 탄력 조정 방침",1
줄줄새는 체육 보조금…관리 대책 필요,1
강원 ‘신규 확진자’ 943명…74일 만에 평일 세 자릿수,1
제13회 상자텃밭 캠페인 열려…반려식물 전달,1
작년 대학 중도탈락률 역대 최고…울산대 4.6%,1
"울산의대, 2024년까지 울산대병원 인근에 학사 건립",1
울산지역 국정감사 10월 11일 시작…울산시는 17일,1
"다문화학생들, 산업수도서 기능인 꿈 키워",1
끈질긴 추적으로 ‘일망타진’…“피해 규모 직감했죠”,1
울산 국유지 무단점유 4년 새 8배 급증,1
"울산도 통합심의 시행…“주택 비용↓, 공급 ↑”",1
전국체전·장애인체전 범시민 응원단 발대식 열려,1
"울산시, 다음 달부터 주택건설사업 통합 심의",1
"뉴욕증시, 연준 고강도 긴축 지속 우려에 하락 출발",1
美 10년 물 국채 3.67% 폭등…나스닥 1.16% 하락 출발 [데일리 국제금융시장],1
'초강경 매파' 연준 후폭풍…미 증시 또 하락 출발,1
금리 인상중인 세계···일본도 24년만에 외환시장 개입 [신인규의 글로벌마켓 A/S],1
"[단독]여야, 송치형 두나무 회장 국감 증인 부른다",1
"美 증시, 3번째 10% 이상 반락 중…결국 전 저점 깨지나[오미주]",1
"불안한 금융시장…환율 1,400원 돌파에 증시도 출렁",1
"""코스피 하단 2200도 가능…당분간 약세 불가피""",1
"규제지역 풀리는 파주 가봤더니…""집값 하락 막기는 역부족""",1
"두나무 송치형 ""크립토 윈터 지나면 블록체인 세대 나올 수도""",1
트렁크에 골드바·금고엔 빽빽한 5만 원권…세금 안 내고 호화생활,1
22일 장 마감 후 주요 종목 뉴스,1
"녹십자웰빙, '지씨웰빙아미노주' 등 2품목 제조업무정지 행정처분",1
"조성환 현대모비스 대표, 국제표준화기구 차기 회장 선출",1
"조성환 현대모비스 대표, ISO 회장 선출…韓 최초",1
"조성환 현대모비스 대표, 국제표준화기구 회장 선출…한국인 최초",1
"조성환 현대모비스 사장, 한국인 최초 'ISO 회장' 선출",1
"식약처, 염색약서 위해성분 8종 추가 발견…총 14종 확인",1
국제표준화기구 회장에 조성환 현대모비스 대표…한국인으로는 처음,1
국제표준화기구 회장에 조성환 현대모비스 대표 선출,1
"제약바이오협회-범부처재생의료기술개발사업단, MOU 체결",1
약효 장기지속 기술 '인벤티지랩' 예심 통과…연내 코스닥 상장,1
“입사 지원합니다”…우영우처럼 클릭했다 수십억 덜미,1
"현대글로비스, 인천국제공항에 로봇 활용 첨단 물류센터 구축",1
"삼성, ARM 인수?…반도체 업계 판도 바꿀 ‘빅딜’ 나오나",1
"전경련 ""한국-캐나다, 광물·AI·정책·저탄소·전기차 분야 협력해야""",1
"전경련, 尹 순방 지원 사격…캐나다와 에너지·광물 협력 MOU",1
"전경련, 캐나다 재계와 맞손…""한·캐나다 협력 강화해야""",1
"""한국-캐나다 `M·A·P·L·E` 새 첨단산업 파트너 도약""",1
"""한·캐나다, 광물·미래차 등 첨단산업서 협력해야""",1
"""늘 최악상황 대비, 계획 세웠다""",1
"초이락, '메카드볼' 첫 다기능 대형로봇 완구 '그란데본' 출시",1
"""청년 소상공인을 기업가로"" 소진공, 미래 이끌 청년기업가 육성",1
"박재현 대표 ""람다256, 기업-웹 3.0 교두보 될 것""",1
이 와중에 105대1 청약 지방아파트…원정족 몰려갔다,1
"원희룡 “아파트 거래절벽, 비싼 가격 탓…하향세에도 인위적 부양 안 해”",1
[인사] 국토교통부,1
"대전, 부동산 규제 해제됐지만… 거래절벽에 상승세 반등은?",1
"원희룡 ""재건축 초과이익 적정 환수 불가피""",1
집값 20% 떨어지면 자산 팔아 빚 갚을 능력 급감,1
전국 아파트 매매·전셋값 10년여 만에 최대 낙폭,1
"대우건설 ""해외수주와 내실경영으로 성장기반 확보""",1
"원희룡 ""재건축초과이익환수제 개선 방안 다음 주 발표""",1
전국 아파트값 9월 셋째주 하락폭 가장 컸다,1
현대건설 에너지 나눔… 복지시설 태양광 설치 지원,1
서울 아파트 리모델링 ‘친환경 시설’ 지으면 용적률 더 준다,1
SH 내곡지구 개발이익 1조3000억,1
"80% 초인플레 충격에도…튀르키예, 또 금리 인하",1
홍콩 코로나19 신규감염 5990명...누적 173만1026명,1
美Fed 이어 영국·스위스·홍콩 줄줄이 금리인상…뉴욕증시 하락 출발,1
미국 3연속 '자이언트 스텝' 밟자‥영국·스위스·노르웨이도 줄줄이 금리인상,1
"[올댓차이나] 대만 중앙은행, 기준금리 1.625%로 0.125%P 인상",1
[속보]뉴욕증시 하락출발...나스닥 0.3%↓,1
"영국, 기준금리 0.50%p 인상에 '그쳐'…인플레 감소세 영향",1
튀르키예만 또 금리인하…물가 80% 상승에도 저금리 '고집',1
英 중앙은행 기준금리 0.5%P 인상…2연속 '빅스텝',1
"영란은행 ""경제 3Q 0.1% 역성장 전망·경기침체""…그래도 금리 0.5%p↑(상보)",1
[속보] 英영란은행 '빅스텝' 단행…기준금리 2.25%,1
"필리핀, 기준금리 4.25%·0.5%P 인상...""인플레 대응 5연속 ↑""",1
세 번 연속 날린 빅 펀치에 안도해야 할까 [조원경 글로벌 인사이드],1
"[올댓차이나] 홍콩 증시, 美 금융긴축 장기화에 속락 마감...H주 1.14%↓",1
"유학생들 울상 ""친구와 집 합치고…외식, 꿈도 못꿔요""",1
"""엔저 과도해"" 日, 24년 만에 환율 개입",1
[포토] 우리농산물로 감기예방하세요~,1
"[포토] 농협유통, 환절기 우리 농산물 모음전",1
"크린토피아, 놓치기 쉬운 의류 오염의 사각지대까지 깨끗하게!",1
배춧값 급등···김치는 '귀하신 몸',1
"삼양식품, 신제품 '코다리볶음면' 출시",1
"푸라닭치킨·청년다방등, 외식 브랜드 취향 저격 반반 메뉴로 만족도 UP",1
은행권 '수상한' 해외송금 규모 10조원…가상화폐 차익거래 추정,1
"식약처, '감자튀김 이물질' 맥도날드 지점 불시 조사…""위생관리 지적""",1
"한앤코, '남양유업 매각' 소송 1심 승소…홍원식 회장 ""항소할 것""(종합2보)",1
"동원F&B, MZ세대 겨냥 '보성홍차 아이스티 제로' 잔망루피 한정판 출시",1
쌀 가공품 생산 현장 찾은 이성희 농협중앙회장,1
쌀 가공품 살펴보는 이성희 농협중앙회장,1
"일본은행 총재 ""당분간 금리 인상 안해…필요시 추가 금융완화""(종합)",1
"스타벅스, 소상공인 상생음료 ‘한라문경스위티’ 1만잔 판매",1
"식약처, 감자튀김서 이물질 나온 맥도날드 현장 조사… “위생 엉망”",1
개인금고에서 5만원 권 돈다발 14억 원…체납자 4백여 명 집중 추적,1
‘쌀 더 사라’에 반기 든 정부…“재정 부담 커진다”,1
"테슬라, 모델3 등 파워윈도우 안전문제로 미국서 110만대 리콜",1
"美 실업수당 청구 건수 6주 만에 늘었지만…""아직 고용은 탄탄""",1
"조성환 현대모비스 대표, 한국인 최초 `ISO 회장` 선출",1
"모든 나라가 올리는 기준금리, 인도는 인하할 수도 있다는데…",1
"[공공기관 소식] 예보, 2022년도 꿈나무 장학금 2000만 원 전달 外",1
"사우디, 사상 첫 여성 우주인 양성 계획 발표",1
‘2년 만의 시신 없는 장례'…北 피살공무원 이대준 씨 ‘해수부장’,1
ISO 차기 회장에 첫 한국인…조성환 현대모비스 대표 선출,1
임산부·초등학생 농산물 지원예산 삭감···정부 “취약계층 농식품바우처로 통합 검토중”,1
10월 15일 송도센트럴파크 스페셜코리아 걷기대회,1
"기후연구원, “폭염·집중호우 피해 방지 대책 시급”",1
"허영, 어린이보호구역 제한속도 상향 신중해야",1
양양국제공항 화물터미널 건립 공사 다음 달 시작,1
도로 균열 태백 국도 35호선 다음 달 응급 복구,1
강릉시의회 “강원FC 홈경기 순환 개최 철회해야”,1
‘춘천국제레저대회’ 4년만의 정상화…“참여 행사 확대”,1
강원 ‘신규 확진자’ 이틀째 천 명 미만…오늘 870명,1
"분만 취약지 ‘6,000번째 임산부’…지원 사업 확대",1
보도자료 배포 실수에 ‘기사 삭제’ 요청…우수사례 선정 취소?,1
도시계획조례 개정 추진…감염병 치료시설 증축 허용 등,1
교차로 신호 잔여 시간 내비로 확인…10월부터 서비스,1
"울주군, 환경오염물질 배출 위반행위 7건 적발",1
울산 외국인 교통위반 5년 새 1.3배 증가,1
5년간 울산 구급대원 폭행 18건…94% 음주 폭행,1
“가을밤 도심 속 문화재 즐겨요”…‘중구 문화재야행’ 개막,1
울산 아파트 매매·전세가 동반 하락세 지속,1
9월 울산 주택사업경기 전망지수 전국 최저,1
대정부질문 울산 현안 질의에 국무총리 원론적 답변,1
"경찰, 전국체전 대비 총포·화약류 특별점검",1
"뉴욕증시, 연준 긴축·英 금융시장 불안에 급락 출발",1
美 10년 국채 한때 3.8%…영국발 쇼크에 나스닥 -1.99% 출발 [데일리 국제금융시장],1
"뉴욕증시, 미 3연속 자이언트 스텝 여파에…다우 1.31%·나스닥 1.76% ↓ 장 출발",1
"[베트남증시 23일 마감시황] VN지수 11.42p(0.94%) 하락 1,203.28p '외국인 3거래일 연속 순매도, 하락 마감' [KVINA]",1
"B.라일리, CVS헬스 '매수' 유지...잠재적 강세 전망",1
"IEA ""2022년 EV판매 사상 최대...전세계 완성차 판매 중 13% 차지 전망""",1
"웨드부시, 푸보TV '시장수익률 상회'로 상향...저가 매수 기회",1
"BMO, 도미노 피자 '시장수익률 상회'로 상향...견조한 수요로 35% 상승여력",1
"골드만, S&P500 연말 목표치 4300→3600으로 하향",1
불법 외환거래 가담한 우리은행 전 지점장 구속,1
"버버리 그룹, 줄리 브라운 COO·CFO 사임",1
토요타 러시아 공장 재가동 불투명,1
"카시 제약, 유벤타스 바이오테크놀로지 지분 매각",1
"글렌코어, 뉴몬트로부터 아르헨티나 JV 지분 1억2490만 달러 인수",1
"금감원, 태양광 관련 사모펀드 투자 현황 전수조사",1
연준이 불러온 나비효과…미국도 떨고 있다[오미주],1
"금감원, 태양광 대출 이어 펀드 전수조사 나서",1
"[5분세계증시] 코스피, 사흘째 내려 2,300선 붕괴…환율 1,409.3원 마감",1
"미 '자이언트 스텝' 파장…코스피, 두 달여 만에 2,300선 붕괴",1
아파트 매수심리 39개월 만에 최악…둔촌주공 올 6억 '뚝',1
"김유상 이스타항공 대표 사임…""현 이스타와 이상직 무관""",1
"[데일리안 오늘뉴스 종합] '실패 프레임'의 표적된 尹 외교 성과…與 ""민주당의 국익 자해행위"" 반격, ""국회 이 XX들""은 어디? ""쪽팔린"" 것은 누구?…한덕수 답변에 담긴 의미 …",1
김유상 이스타항공 대표 사임…“現이스타는 이상직과 관계 없어”,1
'채식 찾아 삼만리' 나도 비건…해외직구·간편식·레스토랑,1
"보고인더스트리즈, 한강공원에 해상 특수선박전시장 선봬",1
"창원 ㈜예성기공 박영견 대표이사, 대통령 표창 수상",1
"경남도-기업-학교, 청년 채용 약속…62명 '트랙' 개설 협약",1
"""똑똑한 기술만으로는 안 된다""…이영의 아젠다는 '위즈덤 테크'",1
"고운세상코스메틱 닥터지, '신라면세점 인천공항 T2점 레드 블레미쉬 팝업스토어' 오픈",1
"서울산업진흥원X비긴메이트, 트라이 에브리싱 '2022 스타트업 챌린지 데모데이' 성료",1
"모리아타운, '제22회 궁디팡팡 캣페스타'서 '포캣' 첫선",1
"엠트웰브, '색놀이터 골드본점' 이용권 온라인 단독 판매",1
"보고인더스트리즈, 서울 한강공원에 해상 특수선박전시장 열어",1
"하우스윗, 신제품 아기 엉덩이 클렌저 '워시푸' 론칭",1
"샤넬, 제주신라호텔에서 팝업 부티크 오픈",1
"꾸까, 10월 1일부터 고양국제꽃박람회 참가",1
"이영 중기부 장관 ""똑똑한 기술 넘어서 '현명한 기술' 시대 열어야""",1
"집값 하락 전망 66%, 10년래 최대...유주택자·주식투자자 하락 예상 많아[한국갤럽]",1
"원희룡 ""사우디 네옴시티, 한국 기술과 접목하면 미래가치 창출할 것""",1
"마스턴투자운용, '서핑 성지' 강원 양양에 리조트 조성",1
"세종, 집값 하락률 전국 1위…규제 해제로 볕 들까",1
한국주택협회 새 회장에 현대건설 윤영준 대표,1
"두산에너빌리티, 5400억원대 사우디 열병합발전소 공사 수주",1
"롯데건설 vs 대우건설, 한남2구역 재개발사업서 맞대결",1
"""'尹 정부 250만호+α' 대책 해법? 'PC공법' 될 수도""",1
김진숙 도로공사 사장 자진 사퇴…'휴게소 음식값 갈등' 부담 느꼈나,1
한국주택협회 신임 회장에 윤영준 현대건설 대표,1
"윤영준 새 주택협회장 ""건설업 규제 개선 소통창구 되겠다""",1
한국주택협회 새 회장에 윤영준 현대건설 대표,1
대우건설 “해외수주와 내실경영으로 성장기반 확보”,1
윤영준 신임 주택협회장,1
"DL이앤씨, 'e편한세상 금빛 그랑메종 근린생활시설' 26일부터 입찰",1
'준서울' 광명뉴타운…4억대 ‘초급매’ 떴다[복덕방기자들],1
청약경쟁률 반토막…'착한 분양가'는 흥행,1
"충정로역 앞 낙후지역, 780가구 아파트로 재개발한다",1
"공인중개사협회 ""플랫폼 업체 횡포로부터 시장 생태계 보호해야""",1
"통행료 상습미납자 10명, 고속도로 6400회 넘게 공짜로 탔다",1
"9월 독일 종합 PMI 45.9·1P↓...""3개월 연속 경기축소""",1
"영 파운드화, 새정부 감세조치에 2% 폭락…1.1달러선 위협",1
홍콩 코로나 신규감염 5387명...누적 173만6413명,1
"유로존 경기침체 공포… 석달째 PMI 50 밑돌아, 하락폭도 커져",1
"[올댓차이나] 홍콩 증시, 세계 금융긴축에 사흘째 속락 마감...H주 1.32%↓",1
"퀄컴, 자동차 솔루션 수주액 얼마?",1
"위안화, 미중 금리차 확대로 1달러=7.1위안 하락...""28개월 만에 최저""",1
"독일 가스대란 장기화 조짐에…""폭스바겐, 생산시설 옮길수도""",1
"美 옐런 재무 ""내년 인플레 2% 달성 못할수도""",1
"에어서울, 11~12월 항공권 초특가 '얼리버드 이벤트' 실시",1
"커피베이, 청담종합사회복지관 '사랑 나눔 바자회' 후원 물품 전달",1
"세븐일레븐, 올가니카와 손잡고 '토트넘 올라 스포츠 프로틴바'  출시",1
"탐앤탐스, 9월 24일 ... 33회 탐스테이지 with 마켓탐 진행",1
"'복합위기' 한국…돌파구는 ""규제 완화·창의성""",1
"bhc, BBQ에 손해배상소송 패소",1
"한화갤러리아, 한화솔루션서 인적분할…“유통 사업 다각화”",1
"SPC 쉐이크쉑, 로드사이드 시리즈 3종 출시",1
컨테이너 운임지수 또다시 연중 최저치…작년 대비 반토막,1
"갤러리아, 한화솔루션서 인적분할...""프리미엄 전략 강화""",1
"엔솔바이오, 기술성평가 통과...김해진 대표 “성공적 IPO 이끌 것”",1
"""북한을 '지방정부'로 간주하면 손해배상소송 가능""",1
"롯데월드 부산, 할로윈 시즌 맞아 '좀비 퍼포먼스'",1
"롯데리아, 고객 니즈에 맞춘 제품 리뉴얼 및 다양한 라인업 구성",1
[포토] 한돈데이 프로모션,1
[포토] '다시 함께 다함께 2022 한돈데이',1
"'돌봄과 미래' 24일 창립총회…""전국민돌봄보장 실현""",1
"정부 ""인상 불가피""…산업용 전력요금 인상 기정사실화",1
"롯데면세점, ‘BTS 부산 콘서트’ 공식 후원…“엑스포 유치 기원”",1
영국 트러스 총리 '부자감세' 경제정책 논란…바이든도 비판?,1
"KTL, 국제철도박람회 ‘이노트랜스 2022’ 참가",1
"[해양수산 뉴스] KIMST, 연구관리 전문기관 ESG경영 실천 공동선언 外",1
"금감원, 3조 규모 ‘태양광 사모펀드’ 부실 전수조사 나선다",1
신한울 1호기 11월 가동 앞두고…일부 원안위원들 '발목 잡기',1
컨테이너 운임 또 연중 최저치…작년 대비 반토막,1
"고환율 직격탄 항공계, 日 '무비자 관광 허가'에 위기 탈출 안간힘",1
신임 한국양파연합회장에 배정섭 전남서남부채소농협 조합장,1
"[에너지 뉴스] 남부발전, ESG혁신정책대상 최우수상 수상 外",1
서울 집값 38%가 거품…文정부 과도한 규제에 '풍선효과',1
"고강도 금리인상, 전세계 '도미노'…코스피 2300 붕괴·원화 약세 지속",1
"건보공단 직원, 46억원 횡령 후 해외로…형사고발",1
제주 교통약자 택시 도입…이용자 대기 시간 감소,1
"코스피, 연중 최저치 마감...美 '연준 쇼크' 여진 지속",1
“창원국가산단 ‘디지털 플랫폼 공장’ 구축”,1
우도 해중전망대 착공 초읽기…사업 규모는 축소,1
“하남시민행복센터 멋진 이름 지어주세요!”,1
인천 석남드림피플오아시스 음악회 동네주민 눈길,1
김덕현 연천군수 국회 달려갔다…경원선 민원건의,1
설악산 토왕성폭포 오르던 60대 여성 추락해 숨져,1
광주 도심 식당서 불…인명피해 없어,1
울산 구도심 소규모 노후 주거지 개발 활성화,1
성매매 여성에게 마약 제공 60대 남성 집행유예,1
"울산 중구, 어린이보호구역 불법 주·정차 집중단속",1
스쿨존서 우회전하다 어린이 다치게 한 버스 기사 입건,1
전국체전 유도 남고부서 울산 금2·동2 추가,1
울산큰애기 탄생 5주년 기념 행사 열려…7급으로 승진,1
“환경의 소중함 체험으로 배워요”,1
[포커스] 고양시민 한강하구 돌려받다…군막사 변신,1
"하토야마 전 총리 ""위안부·강제징용 논의 중단하면 안 돼""",1
"불난 집에 갇힌 엄마와 2살 아기, 굴착기로 시민들이 구했다(종합)",1
3개국 순방 마치고 귀국하는 윤석열 대통령 내외,1
귀국하는 김성한 국가안보실장,1
행안부 장관과 인사하는 윤석열 대통령,1
"제이오, 11월 초 코스닥 상장 목표로 증권신고서 제출",1
바나나 10% '껑충'…고환율에 수입 과일 값 오른다,1
가을 정취 '만끽'…3년 만에 돌아온 가을축제,1
"포드, '엠블럼' 못붙여 완성차 출고 포기…공급망 불안 여전",1
"러시아 산통부 ""도요타, 러시아 공장 폐쇄 결정""",1
"BofA ""美채권시장 급락은 증시의 바닥이 아직 오지 않음을 의미""",1
"美기업들, 소비자 수요 둔화로 재고 쌓여…주가에도 영향",1
"""삼성전자 96층에 사람 있어요""…개미들 '비명' [박의명의 불개미 구조대]",1
"한화솔루션, 갤러리아·첨단소재 분할…분할 재상장 예심 신청",1
"밍양에너지, 저평가된 中 풍력기업…대형터빈 선두",1
[뭉칫돈 어디로②]채권 사는 개미들,1
경기 용인 야생조류 분변서 조류인플루엔자 항원 검출…고병원성 여부 ‘촉각’,1
1034회 로또 1등 9명 29억원씩…자동7명·수동2명(종합),1
"1034회 로또 1등 '26, 31, 32, 33, 38, 40'…보너스 '11'",1
"""아이폰14 온다"" 다급한 삼성, 갤S21 '재고떨이' 나섰다 [배성수의 다다IT선]",1
"'역대 최대 이익' 에이피알, ""수익성 잡고 IPO 간다""",1
"마산대-경남전문가네트워크협동조합, 창업지원 협력",1
교원 ‘아이캔두 코딩’ 한달간 매출 400% 증가한 이유는,1
영양만점 호두·아몬드 한봉지로 챙겨요,1
노홍철도 함께하는  제24회 코리아 내셔널 호그랠리,1
에듀윌 합격완성 풀서비스…25회 주택관리사보 2차시험 직후 가답안 공개,1
"[한주간 중기 이슈] 한·미 대기업, 글로벌 VC와 K-스타트업 공동육성",1
디지털 신기술 혁신공유대학ㆍ신한금융그룹 '제1회 신·빅·해' 진행,1
[VC가 선택한 바이오]라덱셀·트러스트랩스 투자 유치,1
가을 이사철 돌아왔다…쾌적한 새집 관리 도와줄 잇템은?,1
"강원지역 농업제품 벤처기업, 공공 조달시장 입점 판로 열려",1
S-OIL·한화시스템·빙그레 등 채용[주말n입사지원],1
1억개 검색어로 속마음 꿰뚫어 본다...35억 삼킨 '디지털 관심법',1
"영어공부 작심삼일 끝, 조금씩 꾸준히…무기는 '성취감'",1
"“채소 싫어하던 아이, 주스는 잘 먹네요” 키자니아 휴롬 ‘채소과일연구소’",1
가을 맞아 공연 티켓 '불티'…이커머스서 구매 '찬스',1
'알파→베타→오메가룸' 방의 세분화…리빙용품도 뜬다,1
"[르포]""25년간 장사 안되긴 처음""…배추부터 마늘·고추·젓갈 다 올라",1
온라인 한계 벗어나자…오프라인 확장하는 스타트업,1
부산엑스포 유치 자신감...전시산업 현실은?[창사기획-K엑스포 현주소上],1
"영끌했는데…""서울 주택값, 38% 거품, 서초 절반 넘었다""",1
재초환만 7억이라는 한강맨션…”관리처분부터 마치고 층수 올립니다”[부동산360],1
단숨에 7억 빠졌다…'20억 붕괴' 잠실 '엘리트' 추락 끝은,1
연준이 당긴 금리 인상 도미노…공실 걱정 한창인 오피스 투자자[부동산360],1
"국토부, 다음주 '재초환' 개편안 발표…민간 공급 지원사격",1
"움츠린 집주인, 월세시장서만 웃는다…월셋집만 ‘임대인 우위’ [부동산360]",1
"""기술로 디지털과 물리적 세계 연결…한국은 잠재력 큰 시장""",1
11억이던 창동 아파트가 지금은…2030 영끌족 '멘붕' [김은정의 클릭 부동산],1
롯데건설 ‘르엘 팔라티노’ VS 대우건설 ‘한남써밋’…한남2구역 재개발 ‘혈투’ 예고,1
"""미국발 금리 인상에 서울 오피스 공실 늘어날 것""",1
[줍줍] 내 집주인도 설마 악성 임대인?,1
주담대 금리 8% 뛴다는데...공공기관 '0~3%대' 저금리 특혜 대출,1
"세입자 없다, 곳곳 난리…""집주인 패닉, 끝 아니다"" [코주부]",1
비과세 이 요건만 안 없어졌다…조정지역해제 달라지는 것들 [김종필의 절세노트],1
한달만에 또 2억 ‘뚝’…GTX 수혜지 집값 속절없이 빠진다 [부동산360],1
"반도건설, 역세권+브랜드 프리미엄을 동시에…‘상봉역 유보라’ 오피스텔?상가 분양 기대",1
서울 아파트 낙찰가율 74.8%...평균 응찰자수 1.9명[경매브리핑],1
"한남2구역 재개발 수주전, 대우건설·롯데건설 맞대결",1
47층 초고층 랜드마크 ‘거제 유림노르웨이숲 디오션’ 9월 26일부터 정당 계약 진행,1
여수 신흥 주거타운 신기동…우평건설 ‘여수 원더라움 더힐’ 견본주택 개관,1
대만 코로나 신규 3만8371명·총 621만1093명...51명 숨져,1
중국 코로나 신규 188명·총 24만9172명...세달 4주째 사망 無,1
"훠턴스쿨 교수, 미 연준 110년 중 최대 실수 저질러",1
"""재개 가능성 안 보여""…도요타, 러시아공장 결국 폐쇄",1
"美하원의원 ""한국車 혜택 제외한 IRA는 큰 실수…바로잡아야""",1
"키 173㎝ 뚜벅뚜벅…""세상 바꿀 것"" 곧 공개될 머스크 야망",1
상상도 못한 '부품대란'…포드 '엠블럼' 없어 車 못 판다,1
"도요타 ""러시아 공장 손 떼겠다"" ...재개 가능성 안 보여",1
"도요타, 러시아공장 폐쇄 결정…""재개 가능성 안 보여""",1
"M&A시장은 버블 붕괴 중...반도체산업, 공급망 재편으로 인한 구조적 위기",1
'주 4일제 도입' 英보다 美를 회의적으로 보는 이유[찐비트],1
"""현금 엄청 많은데 왜 직원복지 줄이냐"" 질문에 구글 CEO 대답은?",1
"""폭락장은 반복, 살아남는 법은…""…'중국의 버핏' 투자 조언[김재현의 투자대가 읽기]",1
"‘투자의 전설’ 레이 달리오, “미국주가 더 떨어진다”",1
"[국제유가] 글로벌 경기 침체 우려에 80달러 붕괴… WTI, 5.69%↓",1
"[뉴욕증시] 美 연준 긴축· 英 감세안에 하락… 다우, 3만선 붕괴",1
"아워홈, 재활용·생분해 가능한 '친환경 종이컵' 도입",1
"풀무원 디자인밀, 만개의 레시피와 함께 '300샐러드Meal&정성한상 레시피 공모전' 진행",1
"호식이두마리치킨, 맵.단.짠 매간의 단짝 찾기 EVENT",1
[씨엔티테크 육성·투자 스타트업 단신] 단색 · 넷스트림,1
"검찰, 재정비리 합수단 신설…태양광 등 보조금 수사",1
"골프존, 서버·클라이언트 개발자 양성 프로그램 '골프존 테크 아카데미' 교육생 모집",1
"굽네치킨, 'WTA 하나은행 코리아오픈 테니스대회 2022' 공식 협찬",1
국내 기름값 하락세...휘발유 8.8원?경유 2.7원 ↓,1
"하이트진로음료, '진로토닉워터 홍차' 출시 ... '키-이즈백 에디션' 진행",1
"필름, LP 그리고 가을, 아날로그서 얻는 영감…후지필름 '영감의 방'",1
"써모스X블랙야크, 아웃도어족 겨냥한 콜라보레이션 진행",1
"도미노·푸라닭 등 외식업계, 프리미엄 전략으로 소비자 공략",1
전남 농수산식품 세계화 날개…'남도장터US' LA서 개장,1
[K패션 날개달았다②] 韓 신진 디자이너 브랜드 해외서도 주목,1
인위적 물가 조정 없다더니…가격 안정 소통 강화?,1
수입과일 가격도 오른다…바나나 도매 한달새 10%↑,1
"""울고싶다""…쌀값 45년만 최대 폭락에 논 갈아엎어",1
"국순당 생막걸리, 팝업스토어 오픈",1
"[김치 대란②] 식탁 위 늘어나는 '중국산' 김치, 안전성은?",1
"스타벅스, 커피찌꺼기 재활용한 커피 퇴비 누적 생산 1천만 포대 넘어",1
